time_signature,audio_valence,song_name,speechiness,tempo,energy,song_duration_ms,loudness,danceability,liveness,instrumentalness,acousticness,target
4,0.317,6370,0.299,187.201,0.591,237317,-6.3020000000000005,0.5670000000000001,0.2189999999999999,0.000153,0.0149,40
4,0.428,1688,0.342,176.00599999999997,0.927,196464,-3.694,0.4539999999999999,0.231,0.0,0.059,43
4,0.958,53,0.0641,118.999,0.935,353453,-3.585,0.8440000000000001,0.42,0.0,0.556,78
4,0.5820000000000001,8069,0.0876,116.696,0.8109999999999999,168521,-5.273,0.7759999999999999,0.3329999999999999,0.000494,0.069,53
4,0.528,7309,0.37,85.819,0.637,146923,-7.284,0.706,0.1639999999999999,0.0,0.0598,76
4,0.8009999999999999,11296,0.318,82.054,0.8109999999999999,215000,-6.686,0.7170000000000001,0.114,4.77e-05,0.4379999999999999,39
4,0.382,10638,0.298,80.583,0.898,209386,-4.999,0.5660000000000001,0.1889999999999999,0.0,0.255,71
4,0.679,195,0.161,146.096,0.8190000000000001,214729,-5.3020000000000005,0.653,0.0779,1.75e-05,0.0854,51
4,0.273,3586,0.131,124.016,0.677,370640,-9.314,0.625,0.0985,0.0,0.304,45
4,0.287,2633,0.413,138.735,0.593,266017,-11.663,0.6759999999999999,0.192,0.0,0.09,39
4,0.341,12854,0.217,80.984,0.6859999999999999,264907,-6.246,0.7440000000000001,0.0754,0.0,0.318,41
4,0.341,4410,0.281,92.998,0.631,142066,-5.817,0.601,0.0929,0.0,0.206,54
4,0.434,1779,0.298,59.906000000000006,0.6579999999999999,216538,-7.544,0.647,0.711,0.0,0.61,31
4,0.6920000000000001,872,0.1889999999999999,99.919,0.725,210960,-7.619,0.551,0.0956,0.0,0.1939999999999999,33
4,0.492,1431,0.335,175.81,0.735,209655,-6.348,0.5329999999999999,0.156,0.0,0.11,44
4,0.741,1244,0.412,82.649,0.685,266482,-7.92,0.53,0.1169999999999999,0.0,0.272,59
4,0.324,8645,0.415,86.04299999999999,0.843,299000,-4.628,0.767,0.66,0.0,0.257,38
4,0.324,11842,0.286,103.016,0.562,130479,-8.991,0.805,0.108,0.0,0.158,67
4,0.823,6675,0.3429999999999999,94.937,0.794,152933,-6.351,0.6970000000000001,0.109,0.0,0.142,60
4,0.8109999999999999,6658,0.0394,104.008,0.7709999999999999,186681,-10.717,0.597,0.0987,4.68e-06,0.0111,61
4,0.967,10858,0.0396,114.994,0.5720000000000001,140116,-9.259,0.779,0.106,0.7390000000000001,0.306,61
4,0.5870000000000001,5105,0.0617,118.065,0.3329999999999999,209449,-9.753,0.884,0.103,0.0205,0.293,65
4,0.621,2400,0.0391,139.901,0.524,186666,-8.381,0.6679999999999999,0.252,0.397,0.585,61
4,0.489,4638,0.03,157.879,0.433,225750,-9.82,0.7140000000000001,0.7,0.736,0.255,50
4,0.257,12362,0.0364,140.00799999999998,0.433,206513,-13.883,0.56,0.0481,0.264,0.848,47
4,0.516,9551,0.0279999999999999,99.986,0.622,298477,-7.678999999999999,0.615,0.104,0.0106,0.7290000000000001,51
4,0.508,10109,0.0349,120.066,0.3379999999999999,220000,-11.03,0.809,0.113,0.34,0.722,59
4,0.764,12811,0.0392,87.63,0.38,205502,-8.138,0.6920000000000001,0.379,0.129,0.5329999999999999,47
4,0.8320000000000001,9636,0.0295,96.982,0.421,225394,-10.948,0.6920000000000001,0.104,0.147,0.6659999999999999,63
4,0.855,3554,0.035,203.906,0.669,172941,-10.065,0.431,0.1169999999999999,0.0433,0.0252,70
4,0.555,5459,0.0338,157.975,0.752,167517,-7.337999999999999,0.392,0.152,0.8909999999999999,0.000847,51
4,0.17,10513,0.747,189.938,0.69,260842,-9.862,0.379,0.557,0.00266,0.1689999999999999,49
4,0.397,3649,0.424,79.509,0.358,124000,-12.018,0.516,0.0813,1.34e-06,0.741,72
4,0.171,3827,0.1939999999999999,110.068,0.387,123341,-15.38,0.7,0.0973,0.00026,0.878,27
4,0.752,10159,0.0408,159.984,0.935,211945,-4.266,0.498,0.0772,8.1e-05,0.0284,51
4,0.355,6591,0.0333,89.959,0.534,280000,-7.535,0.594,0.0645,0.188,0.297,50
4,0.735,911,0.0468,144.066,0.17,134743,-16.569000000000003,0.703,0.124,2.24e-06,0.895,58
4,0.6409999999999999,9630,0.0514,80.73,0.483,199490,-10.675,0.541,0.111,0.4,0.351,59
4,0.386,12877,0.0425,92.005,0.319,219130,-11.733,0.7879999999999999,0.103,0.695,0.0411,49
4,0.2339999999999999,10731,0.0339,130.086,0.3229999999999999,277327,-9.607,0.626,0.0605,0.0,0.667,63
4,0.384,11668,0.0381,65.744,0.487,127272,-1.477,0.6990000000000001,0.135,1.8100000000000003e-05,0.493,8
4,0.8809999999999999,5335,0.0347,120.013,0.469,151990,-13.639,0.7879999999999999,0.1009999999999999,0.0001899999999999,0.74,43
4,0.482,6482,0.0457,104.991,0.5760000000000001,150088,-14.534,0.8540000000000001,0.0933,8.58e-05,0.457,48
4,0.687,9517,0.0359,129.935,0.506,158218,-8.788,0.758,0.1639999999999999,0.0126,0.153,50
4,0.3329999999999999,7228,0.0933,74.837,0.259,279984,-9.106,0.6809999999999999,0.3929999999999999,0.0066,0.812,50
3,0.444,4681,0.0279999999999999,135.497,0.262,233871,-13.765999999999998,0.733,0.105,4.79e-06,0.2239999999999999,64
4,0.5,12237,0.0946,168.604,0.38,188173,-11.025,0.728,0.364,0.000279,0.3829999999999999,57
4,0.544,9804,0.0415,165.99,0.267,215110,-11.997,0.7909999999999999,0.102,0.534,0.674,60
4,0.516,2187,0.0418,94.014,0.23,227234,-16.559,0.8290000000000001,0.258,0.188,0.653,64
3,0.325,4677,0.0366,170.22,0.66,211794,-7.632000000000001,0.456,0.401,0.0205,0.136,45
4,0.513,11819,0.0751,77.919,0.419,141587,-10.523,0.67,0.0976,0.135,0.75,63
4,0.7190000000000001,2340,0.0986,78.032,0.579,174105,-10.533,0.363,0.264,0.0127,0.446,67
4,0.7609999999999999,11428,0.0331,102.048,0.462,194000,-7.817,0.8370000000000001,0.24,0.0165,0.0704,61
4,0.8220000000000001,8068,0.0429,131.983,0.472,250909,-13.446,0.8109999999999999,0.0969,0.407,0.173,54
4,0.198,12780,0.0539,104.937,0.362,122298,-8.737,0.495,0.127,1.67e-05,0.439,61
4,0.601,5557,0.0452,143.976,0.293,247500,-19.087,0.7609999999999999,0.124,0.721,0.523,54
4,0.55,3597,0.0319,129.985,0.687,162586,-8.102,0.713,0.218,0.564,0.049,47
3,0.5479999999999999,1924,0.0671,117.01,0.0796,175934,-9.899,0.927,0.11,0.235,0.418,49
4,0.0644,4718,0.0607,98.732,0.473,135016,-7.835,0.8390000000000001,0.0939,0.000459,0.6409999999999999,65
4,0.5770000000000001,4377,0.147,138.216,0.529,146390,-12.242,0.701,0.249,0.00113,0.82,71
4,0.0682,4242,0.069,57.107,0.644,188971,-7.382999999999999,0.529,0.493,0.188,0.18,62
4,0.536,4917,0.0703,117.999,0.794,110654,-8.692,0.619,0.483,0.00244,0.00567,43
4,0.332,4829,0.0453,179.785,0.413,248253,-9.042,0.514,0.0847,0.899,0.497,45
4,0.9,7810,0.027,93.006,0.713,208200,-5.52,0.7140000000000001,0.0608,0.0183,0.0114,60
4,0.7559999999999999,3159,0.147,85.04799999999999,0.615,234055,-8.187999999999999,0.674,0.208,0.00091,0.455,70
4,0.406,12034,0.0263,138.16299999999998,0.428,133128,-4.677,0.507,0.1009999999999999,0.149,0.662,65
4,0.657,4133,0.0331,100.02,0.3389999999999999,82500,-14.807,0.7909999999999999,0.176,0.0212,0.2269999999999999,53
4,0.764,12813,0.0272,95.996,0.457,177500,-11.351,0.764,0.201,2.4e-05,0.516,57
5,0.8440000000000001,4211,0.0402,125.99,0.732,145238,-5.961,0.657,0.241,0.00112,0.144,50
4,0.0774,12620,0.0316,137.864,0.591,216038,-9.004,0.445,0.107,0.7659999999999999,0.319,67
5,0.245,11263,0.0517,127.12,0.248,226626,-9.446,0.89,0.121,0.00149,0.866,44
4,0.603,3868,0.0463,144.092,0.4579999999999999,133348,-8.862,0.621,0.104,0.5429999999999999,0.367,45
4,0.204,10124,0.0315,94.978,0.563,262736,-8.904,0.445,0.179,0.000271,0.105,62
4,0.843,6828,0.2239999999999999,84.46600000000001,0.535,142500,-12.017,0.649,0.12,0.0004219999999999,0.385,66
4,0.278,2706,0.0347,120.013,0.531,264000,-8.128,0.7090000000000001,0.648,0.00155,0.6890000000000001,42
4,0.584,149,0.0285,102.331,0.585,159595,-7.576,0.75,0.155,0.00552,0.049,71
4,0.415,2313,0.0332,96.986,0.514,181169,-8.471,0.775,0.1159999999999999,0.509,0.0992,47
4,0.46,2421,0.0469,100.0,0.511,240000,-13.04,0.703,0.129,0.478,0.0306,46
4,0.636,11187,0.0449,139.91899999999998,0.4529999999999999,248382,-8.363,0.7390000000000001,0.289,0.0148,0.25,64
1,0.0385,12014,0.0362,91.33,0.1969999999999999,266733,-13.937,0.3389999999999999,0.111,0.015,0.852,54
3,0.476,142,0.0296,142.485,0.59,298161,-8.908,0.4479999999999999,0.337,0.39,0.000733,44
4,0.5489999999999999,2510,0.0445,82.46,0.299,247136,-11.271,0.413,0.187,2.2e-06,0.125,56
4,0.346,3729,0.1159999999999999,109.55,0.3229999999999999,141111,-10.599,0.664,0.0942,0.1669999999999999,0.856,47
4,0.419,8999,0.0405,130.05,0.254,151687,-12.104,0.8140000000000001,0.0913,3.94e-05,0.929,44
3,0.0647,1038,0.0287,115.0,0.56,286922,-9.218,0.7240000000000001,0.192,0.000624,0.0191,55
4,0.792,12896,0.0337,149.966,0.449,198400,-14.468,0.515,0.171,0.0357,0.2269999999999999,62
4,0.337,7756,0.103,75.14399999999999,0.669,180845,-10.806,0.546,0.25,0.735,0.495,64
4,0.578,8760,0.0383,140.063,0.75,212701,-7.193,0.57,0.1969999999999999,0.00247,0.0177,66
4,0.159,4893,0.0325,86.928,0.54,203573,-9.449,0.422,0.104,0.225,0.764,43
4,0.889,3933,0.356,100.989,0.192,230012,-12.22,0.823,0.0721,0.815,0.0798,42
3,0.226,6823,0.0263,143.972,0.313,286185,-13.287,0.66,0.105,0.00349,0.487,56
4,0.2289999999999999,11407,0.0709,136.066,0.617,168414,-6.89,0.603,0.188,0.4679999999999999,0.177,47
4,0.3,4173,0.033,136.94799999999998,0.5379999999999999,180437,-9.664,0.747,0.0877,0.7659999999999999,0.877,58
4,0.5529999999999999,2729,0.0481,100.037,0.6759999999999999,194363,-6.414,0.8270000000000001,0.074,7.28e-05,0.0291,59
4,0.384,5376,0.0289,127.994,0.478,198000,-7.306,0.614,0.254,4.52e-06,0.134,66
4,0.322,11709,0.0298,108.941,0.485,124954,-7.098,0.645,0.133,0.00309,0.2689999999999999,67
4,0.7759999999999999,4982,0.0471,159.967,0.442,188786,-11.220999999999998,0.447,0.331,0.000559,0.0472,64
4,0.775,2617,0.062,172.041,0.7829999999999999,173104,-4.023,0.603,0.119,7.96e-06,0.449,68
4,0.685,7963,0.0695,100.004,0.7390000000000001,232200,-5.747000000000001,0.672,0.182,0.046,0.551,54
4,0.0663,9786,0.0994,90.00200000000001,0.352,199333,-10.755999999999998,0.777,0.0795,0.00168,0.0604,43
3,0.133,12908,0.0303,99.505,0.4529999999999999,327714,-8.716000000000001,0.6459999999999999,0.883,0.109,0.937,2
4,0.967,8529,0.0362,115.048,0.6859999999999999,177391,-7.769,0.848,0.1009999999999999,0.0968,0.675,51
3,0.505,10123,0.0395,127.88,0.203,240937,-14.686,0.487,0.17,0.018,0.84,47
4,0.353,6794,0.0412,179.85299999999998,0.6459999999999999,456000,-10.457,0.3979999999999999,0.1009999999999999,0.206,0.0454,32
4,0.6579999999999999,5746,0.0284,110.992,0.49,209729,-8.611,0.8029999999999999,0.123,0.00765,0.889,54
4,0.7190000000000001,12195,0.0322,125.133,0.41,230546,-12.359000000000002,0.8009999999999999,0.0993,0.0258,0.187,60
4,0.214,12663,0.0324,105.617,0.361,292696,-8.338,0.452,0.195,0.00141,0.782,23
4,0.809,2462,0.0322,89.98100000000001,0.505,164169,-10.550999999999998,0.5579999999999999,0.0762,0.1689999999999999,0.00139,29
4,0.3329999999999999,11758,0.0805,121.255,0.2,135706,-9.567,0.573,0.134,0.0,0.906,1
4,0.469,10336,0.0417,78.477,0.496,181586,-10.528,0.7090000000000001,0.151,0.195,0.581,66
4,0.252,12234,0.0265,130.829,0.4679999999999999,249304,-7.796,0.542,0.1119999999999999,0.104,0.579,53
4,0.62,12993,0.0544,129.929,0.306,151693,-15.651,0.691,0.108,0.479,0.632,64
4,0.521,9070,0.2269999999999999,159.994,0.65,221968,-5.992000000000001,0.745,0.107,0.0,0.149,65
4,0.422,11243,0.238,93.692,0.7979999999999999,194000,-4.553,0.5579999999999999,0.365,0.0,0.0727,45
4,0.574,2911,0.281,130.03799999999998,0.625,204541,-5.999,0.8320000000000001,0.105,0.0,0.0649,62
4,0.376,1059,0.351,75.016,0.346,220306,-8.228,0.884,0.0871,7.04e-06,0.0151,15
4,0.53,9594,0.0903,143.001,0.7020000000000001,167853,-3.459,0.932,0.267,1.87e-05,0.0030399999999999,66
4,0.1989999999999999,7795,0.1639999999999999,123.956,0.507,261733,-10.784,0.914,0.0797,0.0254,0.0855,71
4,0.154,1276,0.26,133.85399999999998,0.8290000000000001,188069,-4.204,0.687,0.107,0.0,0.0124,62
3,0.579,11546,0.5529999999999999,95.669,0.8420000000000001,193201,-3.699,0.6659999999999999,0.138,0.0,0.4579999999999999,26
5,0.0895,12893,0.16,71.313,0.536,313909,-3.8,0.423,0.095,0.0,0.015,64
4,0.357,2149,0.36,152.003,0.726,192705,-7.057,0.532,0.7170000000000001,0.0,0.0251,46
4,0.442,3042,0.172,117.034,0.634,188745,-7.32,0.851,0.0895,0.0,0.289,34
4,0.142,2843,0.0691,152.003,0.547,202751,-8.215,0.71,0.12,6.04e-05,0.022,9
4,0.451,9255,0.268,119.986,0.728,239160,-3.855,0.845,0.0762,0.0,0.2269999999999999,53
4,0.4039999999999999,5445,0.622,78.829,0.716,341680,-5.996,0.481,0.141,0.0,0.0123,54
4,0.723,7481,0.37,86.196,0.605,232200,-6.972,0.866,0.372,0.0,0.152,46
4,0.742,1865,0.233,151.034,0.6629999999999999,168999,-6.064,0.8809999999999999,0.0927,2.42e-06,0.0219,45
4,0.4379999999999999,6908,0.286,162.99,0.581,181812,-7.322999999999999,0.7909999999999999,0.35,0.0,0.0113,80
4,0.659,10312,0.258,156.149,0.6940000000000001,310733,-8.123,0.6809999999999999,0.541,0.0,0.0252,64
3,0.335,7026,0.311,180.206,0.6609999999999999,244613,-5.142,0.406,0.1009999999999999,0.0,0.173,65
4,0.26,1563,0.175,81.477,0.5670000000000001,222360,-5.698,0.77,0.125,0.0,0.105,80
4,0.4579999999999999,1470,0.109,125.022,0.723,223962,-5.792000000000001,0.929,0.346,0.0,0.0672,76
4,0.608,293,0.2689999999999999,97.044,0.7340000000000001,230693,-2.832,0.918,0.191,7.9e-06,0.0294,66
4,0.308,3212,0.344,80.57600000000001,0.743,209711,-5.763,0.5579999999999999,0.106,0.0,0.486,42
4,0.267,2879,0.1009999999999999,145.933,0.882,251960,-2.701,0.617,0.12,0.0,0.168,53
4,0.4579999999999999,2440,0.357,82.01100000000001,0.679,205008,-5.555,0.4679999999999999,0.304,0.0,0.474,23
4,0.302,12181,0.31,84.064,0.8290000000000001,211506,-4.299,0.687,0.1969999999999999,0.0,0.409,27
4,0.261,138,0.0697,85.044,0.402,203833,-6.593999999999999,0.812,0.0998,0.0,0.0414,53
4,0.208,3978,0.4479999999999999,141.953,0.492,218673,-7.587999999999999,0.617,0.484,0.0,0.0621,69
4,0.182,887,0.0539,140.987,0.598,190677,-6.865,0.763,0.1119999999999999,0.0,0.0714,60
4,0.106,8363,0.0993,103.019,0.574,246773,-4.663,0.672,0.18,2.02e-06,0.0303,7
4,0.36,2017,0.0817,135.01,0.777,334253,-2.452,0.695,0.8740000000000001,0.0,0.0661,73
5,0.6809999999999999,4178,0.1939999999999999,117.047,0.693,240000,-7.262,0.5579999999999999,0.133,0.0,0.476,19
4,0.7879999999999999,7852,0.174,135.018,0.795,304606,-5.192,0.652,0.123,0.0,0.156,77
4,0.309,12331,0.0352,130.09799999999998,0.562,256533,-7.678,0.675,0.0816,0.0,0.233,83
4,0.596,9321,0.487,193.881,0.7559999999999999,169266,-9.017,0.6459999999999999,0.2019999999999999,3.229999999999999e-05,0.3929999999999999,74
4,0.4029999999999999,1023,0.148,137.048,0.597,221857,-6.002999999999999,0.736,0.0957,2.15e-06,0.0664,49
4,0.135,12329,0.108,130.005,0.833,223286,-4.597,0.6409999999999999,0.352,0.0,0.00467,46
4,0.0916,7225,0.0937,131.013,0.723,412853,-6.751,0.643,0.114,1.23e-05,0.217,40
4,0.422,2535,0.357,139.91299999999998,0.523,185946,-6.664,0.638,0.0842,0.0,0.00454,83
4,0.4479999999999999,11324,0.1989999999999999,82.042,0.901,285400,-5.28,0.6579999999999999,0.3,0.0,0.0313,32
4,0.5489999999999999,4096,0.166,158.025,0.7040000000000001,162246,-5.479,0.6679999999999999,0.381,0.0,0.1939999999999999,52
4,0.282,6513,0.0858,129.501,0.701,280615,-4.013999999999999,0.5920000000000001,0.327,0.0,0.0451,69
4,0.3389999999999999,9925,0.425,75.47399999999999,0.47,242306,-7.48,0.831,0.144,0.0,0.0371,75
4,0.37,4341,0.239,130.033,0.7759999999999999,222706,-0.804,0.836,0.113,0.0,0.2739999999999999,68
4,0.589,3535,0.1119999999999999,155.955,0.6459999999999999,197170,-4.7010000000000005,0.758,0.0778,0.0,0.128,72
4,0.344,1551,0.225,139.976,0.405,190311,-7.508999999999999,0.85,0.0707,0.000118,0.119,76
4,0.47,2945,0.0681,124.055,0.495,209040,-3.4760000000000004,0.88,0.121,1.47e-06,0.0148,59
4,0.373,935,0.511,174.00799999999998,0.472,170637,-3.869,0.635,0.1169999999999999,0.0,0.00898,71
4,0.1989999999999999,5903,0.15,141.869,0.782,191436,-6.274,0.831,0.113,0.0,0.21,81
4,0.152,6214,0.0368,89.98200000000001,0.758,239800,-4.589,0.675,0.377,0.0017699999999999,0.431,63
4,0.405,7820,0.244,175.957,0.7709999999999999,245386,-3.791,0.838,0.0853,0.0,0.0117,81
4,0.345,294,0.6809999999999999,81.65100000000001,0.497,216726,-7.661,0.7190000000000001,0.0898,0.0,0.115,77
5,0.519,3916,0.2769999999999999,105.307,0.92,357346,-1.474,0.544,0.19,0.0,0.244,71
4,0.304,4075,0.267,128.065,0.3929999999999999,301133,-10.821,0.889,0.283,8.67e-06,0.331,77
4,0.52,8604,0.275,170.142,0.8440000000000001,173600,-5.482,0.797,0.087,0.0,0.0651,83
4,0.409,1844,0.325,102.315,0.624,127426,-8.794,0.537,0.1159999999999999,2.2e-06,0.000175,70
4,0.687,2134,0.2019999999999999,85.91799999999999,0.908,279013,-3.411,0.679,0.0821,0.0,0.2339999999999999,74
4,0.6559999999999999,5829,0.187,142.072,0.5529999999999999,205879,-7.286,0.852,0.332,0.0,0.0563,79
4,0.635,94,0.445,94.336,0.648,190176,-5.892,0.6779999999999999,0.182,0.0,0.147,75
4,0.4029999999999999,8309,0.105,129.929,0.7090000000000001,241186,-5.214,0.8540000000000001,0.0901,0.0,0.0402,64
4,0.141,12976,0.0776,159.786,0.531,218320,-6.631,0.58,0.143,0.000127,0.128,27
4,0.411,6345,0.119,148.02700000000002,0.715,212120,-5.651,0.6609999999999999,0.178,0.0,0.316,16
4,0.288,3611,0.088,105.986,0.7659999999999999,193747,-5.792999999999999,0.7559999999999999,0.313,0.0,0.1,71
4,0.131,12450,0.196,92.006,0.8540000000000001,189056,-3.915,0.6829999999999999,0.267,0.0,0.0948,61
4,0.425,5148,0.168,139.94799999999998,0.633,233087,-5.475,0.89,0.0993,0.000343,0.0232,12
4,0.35,8671,0.264,136.078,0.4429999999999999,236614,-8.216000000000001,0.925,0.276,0.0,0.0172,36
4,0.146,7419,0.191,138.003,0.529,307660,-4.4430000000000005,0.901,0.179,0.0,0.0519,15
4,0.298,8802,0.132,147.268,0.899,215510,-2.591,0.457,0.831,0.0,0.0019,74
4,0.243,4190,0.155,82.994,0.436,268933,-7.033,0.782,0.342,1.3e-05,0.331,77
4,0.287,8354,0.119,135.995,0.467,191251,-8.443,0.921,0.3339999999999999,0.0002379999999999,0.0149,82
4,0.625,8941,0.314,148.14,0.843,363521,-2.66,0.708,0.799,0.0,0.397,80
4,0.591,602,0.173,76.98100000000001,0.85,249040,-5.705,0.64,0.303,0.0,0.0621,62
4,0.0793,5436,0.345,140.024,0.407,192000,-8.058,0.934,0.11,0.0,0.00365,68
4,0.684,677,0.526,82.43299999999999,0.7979999999999999,158380,-6.931,0.7390000000000001,0.0817,0.0,0.621,46
4,0.624,320,0.162,119.935,0.8390000000000001,244000,-4.106,0.659,0.389,0.0,0.1669999999999999,38
4,0.675,4469,0.148,119.869,0.5329999999999999,124055,-7.022,0.95,0.114,0.0,0.247,64
4,0.583,916,0.263,148.055,0.516,168640,-8.377,0.8859999999999999,0.375,0.0,0.0261,4
4,0.493,5894,0.28,187.96400000000003,0.857,151914,-5.759,0.597,0.407,0.0,0.0363,65
3,0.623,10252,0.128,141.173,0.759,224306,-4.839,0.425,0.102,0.0,0.255,45
4,0.8390000000000001,8261,0.0669,104.109,0.924,318760,-4.367,0.7120000000000001,0.309,0.000381,0.0213,42
4,0.306,8911,0.94,117.198,0.316,260160,-18.244,0.65,0.7390000000000001,0.0,0.922,21
4,0.4629999999999999,1347,0.104,83.602,0.433,314746,-9.995,0.416,0.351,7.43e-05,0.622,26
4,0.946,9501,0.171,116.233,0.441,288440,-11.992,0.83,0.0482,0.00104,0.176,29
5,0.326,8260,0.894,114.227,0.529,504750,-8.69,0.6859999999999999,0.933,0.0,0.847,24
4,0.397,2999,0.0557,90.997,0.411,257546,-7.061,0.823,0.649,0.00135,0.409,63
4,0.14,11871,0.037,130.466,0.2,323266,-16.081,0.478,0.104,0.000521,0.953,54
4,0.0326,10854,0.099,101.644,0.846,31373,-15.659,0.273,0.94,0.0,0.355,19
4,0.2739999999999999,5166,0.831,133.891,0.1169999999999999,1047933,-29.11,0.586,0.39,2.84e-05,0.985,24
4,0.541,3729,0.0487,78.508,0.3339999999999999,174000,-9.267,0.318,0.188,0.0,0.8540000000000001,74
4,0.3779999999999999,356,0.211,94.755,0.33,373600,-9.935,0.726,0.7240000000000001,0.127,0.608,43
4,0.931,10810,0.0903,80.077,0.647,280760,-9.465,0.655,0.0412,0.00877,0.19,56
3,0.437,3777,0.6409999999999999,93.02,0.741,69853,-12.401,0.521,0.833,0.00175,0.986,20
4,0.622,87,0.0421,119.292,0.505,747222,-10.773,0.511,0.114,6.26e-05,0.515,22
4,0.6659999999999999,574,0.2,110.054,0.784,194490,-5.619,0.78,0.623,0.0,0.0818,53
4,0.5660000000000001,11663,0.132,121.342,0.67,305280,-10.224,0.72,0.0928,0.0,0.305,55
4,0.331,7657,0.445,88.66799999999999,0.146,157266,-22.707,0.653,0.109,0.957,0.995,12
4,0.912,12138,0.0411,92.602,0.7490000000000001,172013,-5.763999999999999,0.706,0.122,1.23e-05,0.00362,28
4,0.377,1400,0.8909999999999999,88.50399999999999,0.127,66093,-18.816,0.688,0.0943,1.32e-05,0.936,16
4,0.632,12503,0.22,87.016,0.48,267600,-5.784,0.7509999999999999,0.298,0.0,0.5,40
4,0.565,10961,0.102,67.23,0.418,277773,-9.082,0.474,0.306,0.000285,0.726,38
4,0.675,10167,0.133,145.84799999999998,0.322,318666,-10.379,0.701,0.186,4.84e-06,0.573,50
5,0.42,5163,0.8079999999999999,92.814,0.0809,69026,-21.8,0.6509999999999999,0.157,0.0,0.763,17
3,0.493,207,0.0344,169.555,0.42,191160,-9.919,0.212,0.307,0.0,0.76,65
4,0.0384,10389,0.036,58.017,0.0423,192013,-19.03,0.29,0.155,0.000192,0.975,38
4,0.264,5523,0.0335,108.154,0.244,258226,-13.608,0.47,0.109,0.0509,0.951,7
4,0.349,9766,0.794,112.639,0.376,35920,-10.928,0.777,0.0706,0.0,0.826,12
4,0.162,1339,0.0362,129.467,0.455,265226,-11.899,0.455,0.132,0.000301,0.474,33
4,0.6609999999999999,1671,0.376,132.254,0.434,268133,-9.174,0.8009999999999999,0.0729,0.0,0.5379999999999999,47
4,0.644,11659,0.0871,96.116,0.561,265640,-11.895,0.718,0.44,0.0,0.0293,39
4,0.43,5456,0.324,89.52600000000001,0.4429999999999999,131321,-6.671,0.6509999999999999,0.238,0.0,0.246,28
4,0.6940000000000001,5069,0.182,95.313,0.885,253720,-3.914,0.8370000000000001,0.0666,0.0,0.103,59
4,0.1969999999999999,10192,0.941,111.968,0.604,156480,-18.562,0.589,0.684,2.46e-06,0.8690000000000001,0
4,0.534,11142,0.3379999999999999,101.657,0.6859999999999999,340853,-6.087000000000001,0.611,0.659,2.11e-06,0.445,24
4,0.4539999999999999,6534,0.0701,98.864,0.503,443000,-12.507,0.583,0.192,0.0,0.124,27
4,0.687,5592,0.0339,94.096,0.6,331960,-9.093,0.633,0.078,0.161,0.7140000000000001,58
4,0.6940000000000001,11960,0.0554,93.908,0.447,266373,-8.151,0.626,0.352,0.0,0.5489999999999999,0
4,0.755,5005,0.0306,93.005,0.409,246040,-14.348,0.628,0.29,0.00595,0.498,58
4,0.248,4428,0.0339,131.24200000000002,0.305,291400,-16.011,0.502,0.1169999999999999,3.55e-06,0.484,65
4,0.171,8253,0.0427,105.368,0.402,340040,-8.911,0.414,0.365,0.0,0.7,47
4,0.447,7161,0.042,93.617,0.768,196506,-8.207,0.488,0.0806,0.429,0.147,58
4,0.81,1929,0.0258,88.295,0.502,341973,-11.045,0.665,0.19,0.0,0.586,51
4,0.96,6547,0.0491,92.783,0.828,228635,-6.496,0.7440000000000001,0.0548,8.4e-05,0.6459999999999999,48
4,0.966,2553,0.233,165.364,0.951,216502,-1.565,0.648,0.0707,0.0,0.527,58
4,0.8420000000000001,2712,0.2239999999999999,173.954,0.89,250520,-6.093999999999999,0.828,0.196,4.67e-05,0.292,45
4,0.735,3024,0.0336,129.10399999999998,0.643,270480,-5.252000000000001,0.8390000000000001,0.305,0.000143,0.0756,29
4,0.883,7109,0.0378,131.989,0.7340000000000001,242320,-4.456,0.9,0.214,0.0,0.563,52
4,0.812,6100,0.0675,154.985,0.915,259013,-6.626,0.746,0.161,4.02e-05,0.505,65
4,0.91,7132,0.0435,144.6,0.563,360066,-3.799,0.652,0.0453,0.0,0.316,47
4,0.784,3393,0.0552,103.899,0.7,312480,-9.213,0.642,0.0895,0.0002319999999999,0.172,63
4,0.93,4462,0.0721,149.912,0.884,206853,-8.725,0.677,0.436,0.0,0.0495,54
4,0.8859999999999999,7616,0.0379,93.254,0.7709999999999999,296026,-6.127999999999999,0.621,0.114,0.0,0.674,48
4,0.823,5980,0.141,147.708,0.872,400266,-4.166,0.6,0.168,0.00145,0.505,47
4,0.857,11824,0.0645,134.02,0.317,246333,-12.597,0.6629999999999999,0.1169999999999999,0.0321,0.573,35
4,0.741,8660,0.0457,136.21200000000002,0.495,281600,-4.982,0.754,0.0882,4.91e-05,0.372,0
4,0.8390000000000001,3265,0.0571,171.753,0.73,491200,-12.601,0.5770000000000001,0.06,0.000771,0.106,44
4,0.917,2744,0.044,99.81,0.7070000000000001,289906,-7.439,0.727,0.111,0.00211,0.113,55
4,0.552,314,0.2239999999999999,84.652,0.88,280640,-4.957,0.639,0.0368,0.00106,0.0648,57
4,0.87,2355,0.0506,80.869,0.5,361093,-9.848,0.7170000000000001,0.0241,2.04e-06,0.34,50
4,0.966,3271,0.0798,141.106,0.909,226077,-2.742,0.7,0.0621,4.03e-05,0.361,42
