time_signature,audio_valence,song_name,speechiness,tempo,energy,song_duration_ms,loudness,danceability,liveness,instrumentalness,acousticness,target
4,0.7120000000000001,6749,0.0435,117.513,0.7190000000000001,246026,-6.212000000000001,0.775,0.0662,1.79e-06,0.132,74
4,0.63,4535,0.0565,84.803,0.873,202533,-4.343,0.421,0.123,0.0,0.0653,73
4,0.331,544,0.0322,119.93,0.264,269560,-7.064,0.422,0.132,0.0,0.922,85
4,0.499,3158,0.0275,79.297,0.64,259933,-5.862,0.4679999999999999,0.154,0.0,0.154,78
4,0.484,12118,0.0334,80.003,0.622,231240,-5.794,0.613,0.37,0.0,0.00882,78
4,0.45,3768,0.201,188.899,0.92,245960,-1.357,0.435,0.552,0.0003529999999999,0.235,69
4,0.4039999999999999,9886,0.0334,131.0,0.741,188960,-5.406000000000001,0.662,0.114,0.0303,0.00165,75
4,0.965,4770,0.0665,79.52600000000001,0.974,235213,-2.261,0.728,0.175,0.000532,0.103,76
4,0.735,11346,0.1159999999999999,120.032,0.8320000000000001,199693,-2.741,0.755,0.291,1.27e-06,0.0746,71
4,0.581,6611,0.1889999999999999,146.075,0.6940000000000001,223933,-5.745,0.764,0.18,3.67e-06,0.0439,71
4,0.964,9659,0.0789,117.0,0.583,242733,-5.562,0.967,0.0519,0.0,0.0584,77
4,0.665,12478,0.071,86.001,0.696,252160,-4.291,0.659,0.13,0.0,0.143,69
4,0.529,1611,0.0244,94.023,0.698,261426,-4.51,0.63,0.0789,0.0,0.173,76
4,0.804,5187,0.141,127.046,0.743,237120,-5.995,0.8240000000000001,0.237,2.12e-05,0.0142,65
4,0.861,1762,0.0479,172.638,0.926,200400,-4.843,0.61,0.0821,0.0012,0.031,73
4,0.427,2299,0.0459,77.987,0.7759999999999999,244506,-5.898,0.585,0.3,7.74e-06,0.0572,77
4,0.556,6338,0.0922,94.514,0.578,256733,-8.97,0.6559999999999999,0.118,0.0,0.235,80
4,0.0992,1133,0.0275,76.193,0.573,238560,-3.866,0.457,0.114,3.05e-06,0.578,73
4,0.625,8933,0.0876,122.035,0.7,203306,-4.934,0.701,0.0295,0.0,0.00611,54
4,0.7879999999999999,11374,0.0981,129.99200000000002,0.963,204160,-4.087,0.581,0.139,0.0,0.0295,75
4,0.873,12200,0.0725,125.011,0.7709999999999999,198053,-2.451,0.7290000000000001,0.087,0.0,0.00761,69
4,0.158,7837,0.0292,89.969,0.552,253813,-5.419,0.649,0.111,6.47e-06,0.03,79
4,0.484,9924,0.0482,149.937,0.9,204000,-4.417,0.487,0.358,0.0,6.790000000000001e-05,67
4,0.235,12510,0.0622,139.0,0.695,224400,-5.226,0.7240000000000001,0.0889,0.0,0.073,76
4,0.529,4244,0.161,129.023,0.939,252306,-3.2060000000000004,0.6709999999999999,0.298,0.0,0.192,75
4,0.272,9897,0.296,193.437,0.584,193213,-5.292999999999999,0.426,0.188,0.0,0.0383,72
4,0.225,1382,0.0357,104.036,0.6559999999999999,262466,-5.886,0.638,0.146,0.0,0.188,81
4,0.545,6647,0.0637,119.011,0.899,242013,-5.957999999999999,0.8140000000000001,0.0979,0.2189999999999999,0.00727,63
4,0.573,6759,0.0301,123.052,0.7859999999999999,258826,-3.142,0.583,0.188,0.0,0.0208,77
4,0.615,7459,0.2689999999999999,94.946,0.805,270506,-5.946000000000001,0.843,0.0771,0.0,0.142,78
4,0.8009999999999999,2787,0.046,128.001,0.7,211920,-4.805,0.711,0.215,0.000125,0.00498,72
4,0.655,10561,0.3979999999999999,161.188,0.904,254040,-2.071,0.524,0.7759999999999999,0.0,0.0533,62
4,0.894,8248,0.0437,95.053,0.8340000000000001,211160,-5.444,0.7509999999999999,0.355,1.77e-05,0.3,77
4,0.565,2453,0.176,73.884,0.653,288333,-6.582000000000001,0.624,0.104,0.0,0.575,77
4,0.862,4150,0.038,116.047,0.8109999999999999,248413,-8.966000000000001,0.794,0.1009999999999999,1.07e-06,0.0426,77
4,0.467,12236,0.0709,150.053,0.687,249533,-6.162000000000001,0.68,0.261,0.0,0.0161,75
4,0.8420000000000001,8216,0.161,113.046,0.511,203786,-10.96,0.944,0.0379,0.00107,0.042,78
4,0.63,11763,0.0399,100.013,0.8009999999999999,259333,-6.332999999999999,0.706,0.0822,0.0,0.00577,77
4,0.349,12569,0.0342,119.964,0.422,221360,-6.2620000000000005,0.53,0.107,0.0,0.407,74
4,0.445,10046,0.045,126.012,0.8859999999999999,215160,-3.1060000000000003,0.535,0.257,2.26e-06,0.000304,65
4,0.872,12279,0.0406,107.661,0.8320000000000001,196160,-4.862,0.7929999999999999,0.2019999999999999,1.12e-05,0.236,76
4,0.7909999999999999,899,0.22,91.025,0.488,244826,-9.17,0.655,0.221,1.16e-06,0.0825,69
4,0.908,5691,0.071,165.071,0.873,192426,-4.672,0.636,0.0372,1.27e-06,0.0407,67
4,0.6759999999999999,7503,0.118,86.412,0.507,223440,-8.238,0.662,0.0465,0.0,0.257,77
4,0.682,10411,0.0482,116.012,0.923,221920,-5.908,0.555,0.1119999999999999,0.0,0.0411,52
4,0.733,8326,0.0449,116.029,0.6990000000000001,236373,-5.221,0.591,0.0614,0.0,0.0204,60
4,0.358,3907,0.0287,173.794,0.629,252853,-4.78,0.396,0.183,0.0,0.0328,65
4,0.67,4219,0.102,163.983,0.959,216600,-2.4330000000000003,0.56,0.209,0.000206,0.0007379999999999,69
3,0.482,3641,0.037,95.982,0.609,210200,-7.519,0.653,0.233,0.00101,0.263,76
4,0.361,4991,0.0379,122.035,0.743,262533,-4.08,0.64,0.1009999999999999,0.0,0.2689999999999999,83
4,0.364,7936,0.0544,142.05100000000002,0.894,218520,-4.592,0.63,0.181,0.0,0.255,69
4,0.29,1168,0.0405,147.905,0.7490000000000001,199946,-3.318,0.519,0.119,0.0,0.271,73
4,0.436,2821,0.322,99.931,0.889,298853,-3.073,0.64,0.3389999999999999,0.0,0.107,72
4,0.746,1982,0.0511,110.063,0.8079999999999999,224946,-4.614,0.815,0.12,5.37e-06,0.0251,31
3,0.166,5447,0.106,118.393,0.445,228706,-9.129,0.609,0.104,6.77e-06,0.603,81
4,0.354,12311,0.0265,112.024,0.696,209360,-6.192,0.551,0.127,0.0,0.0392,67
4,0.4,12706,0.0413,151.994,0.8029999999999999,241853,-5.412000000000001,0.3379999999999999,0.136,0.0,0.0187,76
4,0.922,5570,0.263,96.933,0.598,221626,-3.751,0.517,0.183,2.22e-06,0.3879999999999999,63
4,0.136,1156,0.0314,140.039,0.584,219493,-5.362,0.583,0.123,0.0,0.254,75
4,0.961,4160,0.0475,128.94299999999998,0.902,191666,-3.387,0.8059999999999999,0.212,0.0,0.0012699999999999,67
4,0.893,10885,0.126,177.75099999999998,0.939,175093,-3.127,0.494,0.139,0.0,0.0066599999999999,73
4,0.462,5118,0.0695,154.746,0.862,217760,-5.13,0.423,0.133,0.0,0.0079099999999999,63
4,0.635,11192,0.0464,125.999,0.597,234000,-4.932,0.871,0.0638,0.0001149999999999,0.126,68
4,0.5489999999999999,1260,0.0506,163.953,0.7,234173,-4.251,0.584,0.13,2.43e-05,0.512,73
4,0.5670000000000001,8329,0.0411,156.063,0.922,204853,-2.602,0.423,0.102,0.0,0.017,64
4,0.505,10997,0.0635,149.934,0.94,206520,-4.012,0.423,0.178,0.0,0.00166,67
4,0.687,12801,0.0236,94.01,0.7290000000000001,249626,-6.251,0.647,0.134,0.0489,0.0206,78
4,0.181,10538,0.0293,106.546,0.431,222000,-9.74,0.521,0.0986,0.0,0.327,48
4,0.899,11877,0.0328,105.015,0.879,251160,-3.176,0.65,0.376,0.0,0.324,68
4,0.843,6162,0.0722,104.005,0.7170000000000001,275253,-6.191,0.82,0.236,0.00107,0.439,24
4,0.967,6196,0.0329,118.921,0.8,207466,-5.158,0.7559999999999999,0.047,0.000723,0.211,67
4,0.973,6087,0.0308,97.007,0.731,216706,-4.419,0.7509999999999999,0.0556,0.0,0.0838,29
4,0.964,6105,0.0511,100.839,0.809,215493,-10.201,0.7190000000000001,0.183,0.0,0.0893,66
4,0.915,10433,0.0628,124.12,0.88,267000,-2.972,0.8109999999999999,0.0475,0.00146,0.254,63
4,0.961,1004,0.108,91.017,0.777,243413,-3.503,0.723,0.0451,3.68e-06,0.0426,71
4,0.889,2609,0.115,130.04,0.917,198786,-4.897,0.6990000000000001,0.065,0.0,0.078,71
4,0.8590000000000001,2320,0.0474,123.179,0.8740000000000001,252933,-7.157,0.782,0.1119999999999999,0.0584,0.141,59
4,0.8009999999999999,6084,0.0615,138.264,0.977,232880,-3.57,0.585,0.3279999999999999,0.0,0.622,66
4,0.905,4463,0.0349,143.542,0.601,199316,-5.2410000000000005,0.7440000000000001,0.131,0.0242,0.833,58
4,0.638,3311,0.0791,193.538,0.911,277600,-9.458,0.5660000000000001,0.0574,0.0247,0.0306,11
4,0.813,621,0.0372,179.842,0.688,164120,-6.053,0.5479999999999999,0.072,0.0,0.455,61
4,0.308,7194,0.0584,104.959,0.687,189440,-4.8180000000000005,0.774,0.128,1.17e-05,0.0179,77
4,0.77,8045,0.0398,133.679,0.56,254720,-6.912000000000001,0.8029999999999999,0.0608,0.0,0.419,74
4,0.906,6357,0.0551,130.993,0.937,239400,-4.81,0.82,0.35,0.000128,0.135,70
4,0.963,8342,0.034,124.092,0.728,272546,-6.937,0.696,0.0835,0.0537,0.743,56
4,0.863,2746,0.148,177.93599999999998,0.802,228200,-4.79,0.659,0.123,0.0,0.208,80
4,0.933,1037,0.0586,119.574,0.884,203173,-9.267,0.6709999999999999,0.0701,0.00015,0.414,54
4,0.826,8492,0.103,93.658,0.61,443480,-6.641,0.5820000000000001,0.267,6.54e-06,0.779,60
4,0.753,4111,0.0618,96.009,0.8009999999999999,192600,-6.499,0.857,0.0789,1.2e-06,0.332,77
4,0.8170000000000001,6984,0.244,90.148,0.416,162213,-17.795,0.816,0.0452,0.7909999999999999,0.337,52
4,0.76,2651,0.0279999999999999,124.26,0.7140000000000001,212893,-8.045,0.542,0.3339999999999999,0.298,0.00487,51
4,0.965,6870,0.0908,103.018,0.721,249506,-12.561,0.927,0.0422,4.36e-05,0.422,62
4,0.8859999999999999,6078,0.0494,156.509,0.7509999999999999,172733,-12.823,0.348,0.208,0.0007379999999999,0.0699,57
4,0.43,8856,0.0259,90.02,0.526,319560,-6.361000000000001,0.522,0.1159999999999999,0.0,0.318,4
4,0.6629999999999999,7028,0.115,97.927,0.631,262160,-5.314,0.779,0.0349,0.00316,0.0485,56
4,0.8959999999999999,6167,0.0351,142.942,0.835,212000,-5.731,0.748,0.0365,1.97e-06,0.0854,65
4,0.815,2363,0.0424,160.075,0.846,343413,-6.731,0.648,0.0803,4.23e-06,0.1989999999999999,74
4,0.8109999999999999,5187,0.165,127.052,0.757,238680,-5.351,0.815,0.187,5.260000000000001e-05,0.0151,7
4,0.933,6530,0.0476,178.043,0.954,243160,-3.756,0.425,0.0555,0.0,0.00411,73
4,0.778,9007,0.0639,106.806,0.73,378373,-8.461,0.5589999999999999,0.263,0.00267,0.1119999999999999,43
3,0.437,6120,0.27,170.60299999999998,0.331,351400,-17.718,0.555,0.235,1.16e-05,0.652,58
4,0.386,616,0.0303,176.59099999999998,0.335,408440,-8.564,0.301,0.7509999999999999,0.00181,0.445,59
4,0.843,1209,0.0366,126.399,0.408,181960,-12.776,0.7070000000000001,0.105,0.0,0.701,7
4,0.914,6913,0.0496,88.95299999999999,0.504,159466,-13.087,0.66,0.15,2.65e-05,0.491,52
4,0.6579999999999999,3273,0.0326,95.813,0.679,622520,-4.899,0.489,0.13,6.92e-06,0.422,58
4,0.701,2018,0.0332,82.809,0.423,257213,-14.187,0.507,0.0973,0.00916,0.83,7
4,0.898,611,0.0503,145.278,0.489,208866,-13.509,0.613,0.0696,0.0,0.259,41
4,0.362,10987,0.0496,129.91899999999998,0.124,325506,-19.2,0.66,0.111,0.0007639999999999,0.888,50
4,0.962,8343,0.039,162.241,0.903,263306,-6.658,0.5429999999999999,0.0862,0.00585,0.0102,63
3,0.866,6241,0.0947,142.503,0.805,301426,-6.81,0.691,0.0975,0.0,0.59,68
4,0.708,10189,0.0321,98.855,0.698,183546,-5.181,0.5760000000000001,0.386,0.0,0.565,50
3,0.583,7136,0.0813,100.835,0.59,205226,-7.257000000000001,0.545,0.0916,0.0,0.599,60
4,0.264,4408,0.0522,119.193,0.144,278040,-16.809,0.649,0.089,2.42e-06,0.8109999999999999,52
4,0.431,6096,0.0518,118.337,0.301,193800,-13.845999999999998,0.57,0.123,0.574,0.908,42
1,0.446,8392,0.0394,80.332,0.263,195533,-6.851,0.39,0.2189999999999999,0.0,0.853,50
4,0.851,3330,0.0502,183.117,0.55,128386,-5.814,0.337,0.298,0.0,0.386,40
4,0.964,3743,0.0391,148.806,0.83,182226,-8.666,0.514,0.321,0.0,0.5479999999999999,57
4,0.564,456,0.0624,113.253,0.805,240800,-6.237,0.4379999999999999,0.0842,5.69e-05,0.00255,78
4,0.6459999999999999,7519,0.0545,96.333,0.785,198706,-9.168,0.397,0.0621,0.00495,0.3279999999999999,69
4,0.8590000000000001,13,0.0494,135.586,0.82,222746,-8.554,0.735,0.0983,0.0572,0.0003799999999999,48
4,0.963,4717,0.0425,117.835,0.5539999999999999,133200,-14.144,0.597,0.0766,0.0,0.0289999999999999,63
4,0.422,12372,0.405,89.74,0.902,333893,-11.6,0.412,0.405,0.131,0.0484,77
4,0.532,4759,0.0261,147.207,0.607,425653,-7.7,0.386,0.088,1.3800000000000002e-05,0.0112,77
4,0.505,12338,0.0293,109.827,0.58,303200,-13.415,0.547,0.0569,0.00877,0.23,71
4,0.963,12729,0.0808,137.382,0.939,134253,-6.441,0.573,0.0994,0.0,0.493,71
