miles,age,condition,color,name,quantile_bin,target
0.18841128836005563,-0.9054975368659941,0.44766203304975877,-0.44501582957240365,-0.06316902602158862,-0.9806084051936439,15988
-0.27261619479379734,-0.9054975368659941,0.44766203304975877,0.7484823010934294,1.3689466053747639,-0.9806084051936439,24988
-0.06042142605742131,-0.32018437392943117,0.44766203304975877,-0.9499573463925638,-0.4723449207062608,-0.07645567066336771,18998
-0.5779324088029716,-0.32018437392943117,0.44766203304975877,-1.2712837661872112,-0.4723449207062608,-0.07645567066336771,19498
-0.48481096353017344,-0.32018437392943117,-2.1703213644275308,0.5189634298115384,-0.4723449207062608,-0.07645567066336771,21000
0.08155061345684468,-0.027527792461149638,-2.1703213644275308,-1.2712837661872112,-0.5064429119299835,-0.07645567066336771,20998
0.751719703206982,0.2651287890071319,-1.8794343202633876,-0.7663422493670511,0.5846928072291423,0.8276970638669084,18887
0.5349451912604684,-0.32018437392943117,-2.1703213644275308,-1.2712837661872112,-0.4723449207062608,-0.07645567066336771,19498
0.7257678250162022,1.7284116963485394,0.7385490772139021,1.1616162694008332,-1.5180166515670896,1.7318497983971848,17998
0.2998517064734042,0.2651287890071319,0.5931055551318304,-0.44501582957240365,-0.08590102017073707,0.8276970638669084,30998
-1.5412050640019161,-0.32018437392943117,0.44766203304975877,-1.2712837661872112,-0.4723449207062608,-0.07645567066336771,20998
1.3623521312253304,-0.32018437392943117,0.44766203304975877,-0.44501582957240365,-0.4723449207062608,-0.07645567066336771,22597
0.018960789584963975,-0.6128409553977127,0.44766203304975877,-1.2712837661872112,0.5846928072291423,-0.9806084051936439,29998
-0.6069374491338431,-0.32018437392943117,0.5931055551318304,1.1616162694008332,0.971136707764666,-0.07645567066336771,39998
-0.832871447500632,-0.6128409553977127,0.44766203304975877,1.1616162694008332,-0.4723449207062608,-0.9806084051936439,21998
1.10741309252767,0.8504419519436949,-2.024877842345459,1.115712495144455,-1.3588926925230504,0.8276970638669084,17998
0.681496973984872,1.4357551148802579,0.5931055551318304,1.1616162694008332,-1.540748645716238,1.7318497983971848,17998
